life,death,model
1330,0,ST4000DM000
1330,0,ST4000DM000
805,1,ST4000DM000
1299,0,ST4000DM000
1330,0,ST4000DM000
1342,0,ST4000DM000
1342,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
825,1,ST4000DM000
1342,0,ST4000DM000
1330,0,ST4000DM000
1157,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
987,0,ST4000DM000
1253,0,ST4000DM000
602,1,ST4000DM000
1153,1,ST4000DM000
1312,0,ST4000DM000
1297,0,ST4000DM000
1253,0,ST4000DM000
1253,0,ST4000DM000
1253,0,ST4000DM000
1297,0,ST4000DM000
1297,0,ST4000DM000
1260,0,ST4000DM000
1297,0,ST4000DM000
1297,0,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
1216,0,ST4000DM000
596,0,ST4000DM000
1260,0,ST4000DM000
1253,0,ST4000DM000
1302,0,ST4000DM000
1333,0,ST4000DM000
1256,0,ST4000DM000
1290,0,ST4000DM000
1256,0,ST4000DM000
1253,0,ST4000DM000
1256,0,ST4000DM000
1253,0,ST4000DM000
1256,0,ST4000DM000
1253,0,ST4000DM000
1333,0,ST4000DM000
1364,0,ST4000DM000
1255,0,ST4000DM000
1364,0,ST4000DM000
1364,0,ST4000DM000
1364,0,ST4000DM000
1253,0,ST4000DM000
1364,0,ST4000DM000
1364,0,ST4000DM000
1364,0,ST4000DM000
1364,0,ST4000DM000
1302,0,ST4000DM000
1033,0,ST4000DM000
1297,0,ST4000DM000
1366,0,ST4000DM000
1293,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
961,1,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1137,1,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1293,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1028,1,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
535,1,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
978,1,ST4000DM000
1084,1,ST4000DM000
383,1,ST4000DM000
1303,1,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1024,1,ST4000DM000
1330,0,ST4000DM000
1263,1,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
459,1,ST4000DM000
1330,0,ST4000DM000
275,1,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
402,1,ST4000DM000
1330,0,ST4000DM000
589,1,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
537,1,ST4000DM000
1330,0,ST4000DM000
975,1,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
865,1,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1293,0,ST4000DM000
1330,0,ST4000DM000
1293,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
219,1,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
773,1,ST4000DM000
957,1,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1307,1,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1330,0,ST4000DM000
1312,0,ST4000DM000
1297,0,ST4000DM000
878,0,ST4000DM000
1242,0,ST4000DM000
1317,0,ST4000DM000
1311,0,ST4000DM000
1364,0,ST4000DM000
1302,0,ST4000DM000
1253,0,ST4000DM000
1312,0,ST4000DM000
37,1,ST4000DM000
1297,0,ST4000DM000
1312,0,ST4000DM000
1260,0,ST4000DM000
1283,0,ST4000DM000
1364,0,ST4000DM000
1283,0,ST4000DM000
1283,0,ST4000DM000
1364,0,ST4000DM000
1285,0,ST4000DM000
1282,0,ST4000DM000
1255,0,ST4000DM000
1288,0,ST4000DM000
1282,0,ST4000DM000
1364,0,ST4000DM000
1364,0,ST4000DM000
1333,0,ST4000DM000
379,1,ST4000DM000
1364,0,ST4000DM000
1364,0,ST4000DM000
1364,0,ST4000DM000
1364,0,ST4000DM000
1285,0,ST4000DM000
1192,0,ST4000DM000
879,0,ST4000DM000
1364,0,ST4000DM000
1333,0,ST4000DM000
1312,0,ST4000DM000
1364,0,ST4000DM000
1364,0,ST4000DM000
1242,0,ST4000DM000
1061,1,ST4000DM000
1297,0,ST4000DM000
1297,0,ST4000DM000
1297,0,ST4000DM000
1257,0,ST4000DM000
1266,0,ST4000DM000
1323,0,ST4000DM000
1297,0,ST4000DM000
446,1,ST4000DM000
1323,0,ST4000DM000
1302,0,ST4000DM000
1002,1,ST4000DM000
1242,0,ST4000DM000
1257,0,ST4000DM000
1297,0,ST4000DM000
1242,0,ST4000DM000
1297,0,ST4000DM000
1266,0,ST4000DM000
1302,0,ST4000DM000
1297,0,ST4000DM000
1266,0,ST4000DM000
1302,0,ST4000DM000
1302,0,ST4000DM000
1297,0,ST4000DM000
1297,0,ST4000DM000
1257,0,ST4000DM000
1297,0,ST4000DM000
1266,0,ST4000DM000
546,1,ST4000DM000
1302,0,ST4000DM000
1302,0,ST4000DM000
1297,0,ST4000DM000
1297,0,ST4000DM000
1257,0,ST4000DM000
1242,0,ST4000DM000
1257,0,ST4000DM000
1266,0,ST4000DM000
365,1,ST4000DM000
1242,0,ST4000DM000
1242,0,ST4000DM000
1297,0,ST4000DM000
1302,0,ST4000DM000
1242,0,ST4000DM000
1266,0,ST4000DM000
1266,0,ST4000DM000
1297,0,ST4000DM000
1297,0,ST4000DM000
1242,0,ST4000DM000
1242,0,ST4000DM000
1266,0,ST4000DM000
1302,0,ST4000DM000
1257,0,ST4000DM000
1297,0,ST4000DM000
1257,0,ST4000DM000
1242,0,ST4000DM000
1242,0,ST4000DM000
1257,0,ST4000DM000
1297,0,ST4000DM000
1266,0,ST4000DM000
1297,0,ST4000DM000
1297,0,ST4000DM000
1302,0,ST4000DM000
838,1,ST4000DM000
1257,0,ST4000DM000
1302,0,ST4000DM000
1257,0,ST4000DM000
1257,0,ST4000DM000
1297,0,ST4000DM000
1297,0,ST4000DM000
1323,0,ST4000DM000
434,1,ST4000DM000
1257,0,ST4000DM000
1242,0,ST4000DM000
735,1,ST4000DM000
1297,0,ST4000DM000
1242,0,ST4000DM000
1242,0,ST4000DM000
1297,0,ST4000DM000
1297,0,ST4000DM000
1297,0,ST4000DM000
1297,0,ST4000DM000
1297,0,ST4000DM000
1297,0,ST4000DM000
1302,0,ST4000DM000
1257,0,ST4000DM000
1266,0,ST4000DM000
1242,0,ST4000DM000
1266,0,ST4000DM000
1266,0,ST4000DM000
1297,0,ST4000DM000
1302,0,ST4000DM000
1302,0,ST4000DM000
1242,0,ST4000DM000
1242,0,ST4000DM000
994,1,ST4000DM000
948,1,ST4000DM000
1302,0,ST4000DM000
1266,0,ST4000DM000
1257,0,ST4000DM000
1266,0,ST4000DM000
1257,0,ST4000DM000
1266,0,ST4000DM000
1242,0,ST4000DM000
1297,0,ST4000DM000
1242,0,ST4000DM000
1323,0,ST4000DM000
1302,0,ST4000DM000
1266,0,ST4000DM000
1302,0,ST4000DM000
1297,0,ST4000DM000
1323,0,ST4000DM000
1302,0,ST4000DM000
1302,0,ST4000DM000
1297,0,ST4000DM000
1257,0,ST4000DM000
1242,0,ST4000DM000
1297,0,ST4000DM000
1297,0,ST4000DM000
1302,0,ST4000DM000
365,1,ST4000DM000
1297,0,ST4000DM000
559,1,ST4000DM000
1253,0,ST4000DM000
933,0,ST4000DM000
1312,0,ST4000DM000
1283,0,ST4000DM000
1364,0,ST4000DM000
1333,0,ST4000DM000
1225,0,ST4000DM000
1285,0,ST4000DM000
1364,0,ST4000DM000
1364,0,ST4000DM000
1333,0,ST4000DM000
1285,0,ST4000DM000
1283,0,ST4000DM000
1288,0,ST4000DM000
1282,0,ST4000DM000
1282,0,ST4000DM000
1340,0,ST4000DM000
1282,0,ST4000DM000
1283,0,ST4000DM000
1288,0,ST4000DM000
1260,0,ST4000DM000
1002,1,ST4000DM000
1255,0,ST4000DM000
1312,0,ST4000DM000
1288,0,ST4000DM000
736,1,ST4000DM000
1364,0,ST4000DM000
1364,0,ST4000DM000
1333,0,ST4000DM000
1256,0,ST4000DM000
1256,0,ST4000DM000
1253,0,ST4000DM000
1253,0,ST4000DM000
1253,0,ST4000DM000
1157,0,ST4000DM000
1256,0,ST4000DM000
1256,0,ST4000DM000
912,0,ST4000DM000
1256,0,ST4000DM000
1256,0,ST4000DM000
1253,0,ST4000DM000
1256,0,ST4000DM000
1253,0,ST4000DM000
1256,0,ST4000DM000
1256,0,ST4000DM000
1235,1,ST4000DM000
1164,0,ST4000DM000
1312,0,ST4000DM000
141,0,ST4000DM000
1163,0,ST4000DM000
1311,0,ST4000DM000
996,1,ST4000DM000
1333,0,ST4000DM000
1255,0,ST4000DM000
1364,0,ST4000DM000
1260,0,ST4000DM000
1364,0,ST4000DM000
1312,0,ST4000DM000
1333,0,ST4000DM000
1333,0,ST4000DM000
1364,0,ST4000DM000
1333,0,ST4000DM000
1364,0,ST4000DM000
1256,0,ST4000DM000
1010,0,ST4000DM000
1253,0,ST4000DM000
1364,0,ST4000DM000
1333,0,ST4000DM000
1253,0,ST4000DM000
1364,0,ST4000DM000
1333,0,ST4000DM000
1364,0,ST4000DM000
1364,0,ST4000DM000
1364,0,ST4000DM000
1260,0,ST4000DM000
1364,0,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
1333,0,ST4000DM000
1242,0,ST4000DM000
1253,0,ST4000DM000
1253,0,ST4000DM000
1253,0,ST4000DM000
422,1,ST4000DM000
1333,0,ST4000DM000
1333,0,ST4000DM000
1312,0,ST4000DM000
1333,0,ST4000DM000
1288,0,ST4000DM000
1021,1,ST4000DM000
1364,0,ST4000DM000
1364,0,ST4000DM000
169,1,ST4000DM000
1288,0,ST4000DM000
1364,0,ST4000DM000
1288,0,ST4000DM000
16,1,ST4000DM000
1333,0,ST4000DM000
1364,0,ST4000DM000
1312,0,ST4000DM000
1282,0,ST4000DM000
1340,0,ST4000DM000
1364,0,ST4000DM000
1283,0,ST4000DM000
1285,0,ST4000DM000
1283,0,ST4000DM000
1333,0,ST4000DM000
1364,0,ST4000DM000
1288,0,ST4000DM000
1283,0,ST4000DM000
1282,0,ST4000DM000
335,1,ST4000DM000
1257,1,ST4000DM000
1364,0,ST4000DM000
1288,0,ST4000DM000
1285,0,ST4000DM000
1364,0,ST4000DM000
1333,0,ST4000DM000
1364,0,ST4000DM000
1282,0,ST4000DM000
1282,0,ST4000DM000
1051,0,ST4000DM000
1191,1,ST4000DM000
1364,0,ST4000DM000
1364,0,ST4000DM000
1364,0,ST4000DM000
1288,0,ST4000DM000
1333,0,ST4000DM000
1288,0,ST4000DM000
1186,0,ST4000DM000
1364,0,ST4000DM000
1364,0,ST4000DM000
1364,0,ST4000DM000
1364,0,ST4000DM000
1283,0,ST4000DM000
1333,0,ST4000DM000
1333,0,ST4000DM000
1283,0,ST4000DM000
1333,0,ST4000DM000
1288,0,ST4000DM000
1333,0,ST4000DM000
1282,0,ST4000DM000
1364,0,ST4000DM000
1288,0,ST4000DM000
1364,0,ST4000DM000
1283,0,ST4000DM000
1288,0,ST4000DM000
1285,0,ST4000DM000
1260,0,ST4000DM000
753,1,ST4000DM000
1285,0,ST4000DM000
1283,0,ST4000DM000
1333,0,ST4000DM000
1312,0,ST4000DM000
1285,0,ST4000DM000
1333,0,ST4000DM000
1333,0,ST4000DM000
1255,0,ST4000DM000
1285,0,ST4000DM000
1255,0,ST4000DM000
1283,0,ST4000DM000
1255,0,ST4000DM000
1364,0,ST4000DM000
1288,0,ST4000DM000
1333,0,ST4000DM000
1333,0,ST4000DM000
1340,0,ST4000DM000
1364,0,ST4000DM000
1282,0,ST4000DM000
1333,0,ST4000DM000
1282,0,ST4000DM000
1333,0,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
424,1,ST4000DM000
1282,0,ST4000DM000
1364,0,ST4000DM000
1364,0,ST4000DM000
1288,0,ST4000DM000
1364,0,ST4000DM000
733,1,ST4000DM000
1333,0,ST4000DM000
1333,0,ST4000DM000
1340,0,ST4000DM000
1364,0,ST4000DM000
1340,0,ST4000DM000
1364,0,ST4000DM000
945,1,ST4000DM000
1364,0,ST4000DM000
1051,0,ST4000DM000
1235,1,ST4000DM000
1364,0,ST4000DM000
1364,0,ST4000DM000
1255,0,ST4000DM000
1283,0,ST4000DM000
1283,0,ST4000DM000
1333,0,ST4000DM000
1333,0,ST4000DM000
1364,0,ST4000DM000
1283,0,ST4000DM000
1333,0,ST4000DM000
1260,0,ST4000DM000
1364,0,ST4000DM000
1193,0,ST4000DM000
1283,0,ST4000DM000
1364,0,ST4000DM000
1364,0,ST4000DM000
1312,0,ST4000DM000
1285,0,ST4000DM000
1285,0,ST4000DM000
1283,0,ST4000DM000
1333,0,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
1333,0,ST4000DM000
1364,0,ST4000DM000
1288,0,ST4000DM000
1364,0,ST4000DM000
1285,0,ST4000DM000
1364,0,ST4000DM000
1288,0,ST4000DM000
1333,0,ST4000DM000
1364,0,ST4000DM000
1283,0,ST4000DM000
1282,0,ST4000DM000
1340,0,ST4000DM000
1282,0,ST4000DM000
784,1,ST4000DM000
775,1,ST4000DM000
1364,0,ST4000DM000
1288,0,ST4000DM000
1364,0,ST4000DM000
1364,0,ST4000DM000
1283,0,ST4000DM000
1302,0,ST4000DM000
1364,0,ST4000DM000
1055,1,ST4000DM000
1333,0,ST4000DM000
1364,0,ST4000DM000
1364,0,ST4000DM000
1285,0,ST4000DM000
1312,0,ST4000DM000
1288,0,ST4000DM000
1364,0,ST4000DM000
1333,0,ST4000DM000
1312,0,ST4000DM000
1282,0,ST4000DM000
1312,0,ST4000DM000
1364,0,ST4000DM000
1285,0,ST4000DM000
1171,0,ST4000DM000
1288,0,ST4000DM000
1283,0,ST4000DM000
1364,0,ST4000DM000
1260,0,ST4000DM000
1282,0,ST4000DM000
1282,0,ST4000DM000
1288,0,ST4000DM000
1283,0,ST4000DM000
1255,0,ST4000DM000
1333,0,ST4000DM000
1288,0,ST4000DM000
1333,0,ST4000DM000
1312,0,ST4000DM000
1333,0,ST4000DM000
1333,0,ST4000DM000
1200,0,ST4000DM000
1333,0,ST4000DM000
1333,0,ST4000DM000
1285,0,ST4000DM000
1255,0,ST4000DM000
1285,0,ST4000DM000
41,1,ST4000DM000
1282,0,ST4000DM000
1283,0,ST4000DM000
1312,0,ST4000DM000
1364,0,ST4000DM000
1364,0,ST4000DM000
1333,0,ST4000DM000
1333,0,ST4000DM000
224,1,ST4000DM000
1003,1,ST4000DM000
1333,0,ST4000DM000
1282,0,ST4000DM000
1255,0,ST4000DM000
1364,0,ST4000DM000
1364,0,ST4000DM000
1364,0,ST4000DM000
1285,0,ST4000DM000
1364,0,ST4000DM000
1333,0,ST4000DM000
1255,0,ST4000DM000
1364,0,ST4000DM000
1364,0,ST4000DM000
1285,0,ST4000DM000
1333,0,ST4000DM000
1364,0,ST4000DM000
1364,0,ST4000DM000
1364,0,ST4000DM000
617,1,ST4000DM000
1285,0,ST4000DM000
1285,0,ST4000DM000
944,1,ST4000DM000
704,1,ST4000DM000
1364,0,ST4000DM000
1312,0,ST4000DM000
1364,0,ST4000DM000
1333,0,ST4000DM000
1333,0,ST4000DM000
1282,0,ST4000DM000
1312,0,ST4000DM000
1333,0,ST4000DM000
1288,0,ST4000DM000
1340,0,ST4000DM000
1364,0,ST4000DM000
1333,0,ST4000DM000
1283,0,ST4000DM000
1282,0,ST4000DM000
1333,0,ST4000DM000
1364,0,ST4000DM000
1255,0,ST4000DM000
934,1,ST4000DM000
1288,0,ST4000DM000
1282,0,ST4000DM000
1260,0,ST4000DM000
1283,0,ST4000DM000
1209,1,ST4000DM000
1283,0,ST4000DM000
1364,0,ST4000DM000
1285,0,ST4000DM000
1283,0,ST4000DM000
1282,0,ST4000DM000
1282,0,ST4000DM000
1090,1,ST4000DM000
1364,0,ST4000DM000
1364,0,ST4000DM000
1364,0,ST4000DM000
1340,0,ST4000DM000
1255,0,ST4000DM000
1285,0,ST4000DM000
1051,0,ST4000DM000
1312,0,ST4000DM000
1333,0,ST4000DM000
1282,0,ST4000DM000
1283,0,ST4000DM000
1333,0,ST4000DM000
1333,0,ST4000DM000
1364,0,ST4000DM000
1333,0,ST4000DM000
1282,0,ST4000DM000
1312,0,ST4000DM000
1299,0,ST4000DM000
1333,0,ST4000DM000
1150,1,ST4000DM000
419,1,ST4000DM000
1302,0,ST4000DM000
1333,0,ST4000DM000
1260,0,ST4000DM000
1364,0,ST4000DM000
1364,0,ST4000DM000
1333,0,ST4000DM000
1323,0,ST4000DM000
1256,0,ST4000DM000
1253,0,ST4000DM000
1364,0,ST4000DM000
1256,0,ST4000DM000
1364,0,ST4000DM000
1253,0,ST4000DM000
526,1,ST4000DM000
1256,0,ST4000DM000
1256,0,ST4000DM000
1256,0,ST4000DM000
1253,0,ST4000DM000
1256,0,ST4000DM000
1256,0,ST4000DM000
1364,0,ST4000DM000
1312,0,ST4000DM000
1302,0,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
1299,0,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
1302,0,ST4000DM000
1302,0,ST4000DM000
1299,0,ST4000DM000
1299,0,ST4000DM000
1100,1,ST4000DM000
1312,0,ST4000DM000
1302,0,ST4000DM000
1302,0,ST4000DM000
1299,0,ST4000DM000
1302,0,ST4000DM000
1312,0,ST4000DM000
1302,0,ST4000DM000
1323,0,ST4000DM000
1302,0,ST4000DM000
1302,0,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
1299,0,ST4000DM000
1299,0,ST4000DM000
1302,0,ST4000DM000
1299,0,ST4000DM000
1302,0,ST4000DM000
1302,0,ST4000DM000
1323,0,ST4000DM000
1302,0,ST4000DM000
1070,1,ST4000DM000
1312,0,ST4000DM000
1302,0,ST4000DM000
1323,0,ST4000DM000
1302,0,ST4000DM000
1302,0,ST4000DM000
1299,0,ST4000DM000
1312,0,ST4000DM000
1323,0,ST4000DM000
421,1,ST4000DM000
1299,0,ST4000DM000
1302,0,ST4000DM000
1304,0,ST4000DM000
1302,0,ST4000DM000
943,1,ST4000DM000
1299,0,ST4000DM000
1312,0,ST4000DM000
1299,0,ST4000DM000
1302,0,ST4000DM000
1302,0,ST4000DM000
1302,0,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
1302,0,ST4000DM000
1302,0,ST4000DM000
1304,0,ST4000DM000
1299,0,ST4000DM000
1312,0,ST4000DM000
1304,0,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
1302,0,ST4000DM000
1277,1,ST4000DM000
1312,0,ST4000DM000
440,1,ST4000DM000
1304,0,ST4000DM000
1312,0,ST4000DM000
1299,0,ST4000DM000
1302,0,ST4000DM000
1304,0,ST4000DM000
1312,0,ST4000DM000
1304,0,ST4000DM000
1234,1,ST4000DM000
1302,0,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
1302,0,ST4000DM000
1312,0,ST4000DM000
1304,0,ST4000DM000
1312,0,ST4000DM000
473,1,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
868,1,ST4000DM000
1302,0,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
221,1,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
1304,0,ST4000DM000
1312,0,ST4000DM000
1299,0,ST4000DM000
1302,0,ST4000DM000
1312,0,ST4000DM000
1323,0,ST4000DM000
1302,0,ST4000DM000
1312,0,ST4000DM000
1302,0,ST4000DM000
1299,0,ST4000DM000
1304,0,ST4000DM000
1299,0,ST4000DM000
1304,0,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
1302,0,ST4000DM000
1302,0,ST4000DM000
1302,0,ST4000DM000
1302,0,ST4000DM000
1302,0,ST4000DM000
1323,0,ST4000DM000
1302,0,ST4000DM000
1302,0,ST4000DM000
1312,0,ST4000DM000
283,1,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
1299,0,ST4000DM000
515,1,ST4000DM000
1302,0,ST4000DM000
1302,0,ST4000DM000
1302,0,ST4000DM000
1323,0,ST4000DM000
1302,0,ST4000DM000
690,1,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
1097,1,ST4000DM000
1302,0,ST4000DM000
1302,0,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
495,1,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
1302,0,ST4000DM000
1312,0,ST4000DM000
941,1,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
1302,0,ST4000DM000
1312,0,ST4000DM000
1302,0,ST4000DM000
1323,0,ST4000DM000
1312,0,ST4000DM000
1302,0,ST4000DM000
1312,0,ST4000DM000
1302,0,ST4000DM000
1258,1,ST4000DM000
1302,0,ST4000DM000
1323,0,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
1302,0,ST4000DM000
1299,0,ST4000DM000
1312,0,ST4000DM000
909,1,ST4000DM000
1312,0,ST4000DM000
1302,0,ST4000DM000
1304,0,ST4000DM000
1302,0,ST4000DM000
569,1,ST4000DM000
1302,0,ST4000DM000
1312,0,ST4000DM000
1302,0,ST4000DM000
1323,0,ST4000DM000
1304,0,ST4000DM000
1312,0,ST4000DM000
1304,0,ST4000DM000
1312,0,ST4000DM000
1302,0,ST4000DM000
1302,0,ST4000DM000
229,1,ST4000DM000
1302,0,ST4000DM000
1323,0,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
1302,0,ST4000DM000
1312,0,ST4000DM000
1323,0,ST4000DM000
1302,0,ST4000DM000
1312,0,ST4000DM000
1302,0,ST4000DM000
1299,0,ST4000DM000
1323,0,ST4000DM000
1302,0,ST4000DM000
1302,0,ST4000DM000
1304,0,ST4000DM000
1302,0,ST4000DM000
1304,0,ST4000DM000
327,1,ST4000DM000
1312,0,ST4000DM000
1299,0,ST4000DM000
1312,0,ST4000DM000
1323,0,ST4000DM000
1302,0,ST4000DM000
1312,0,ST4000DM000
3,1,ST4000DM000
1302,0,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
1304,0,ST4000DM000
1312,0,ST4000DM000
1299,0,ST4000DM000
1302,0,ST4000DM000
1302,0,ST4000DM000
1304,0,ST4000DM000
1304,0,ST4000DM000
1302,0,ST4000DM000
1302,0,ST4000DM000
1302,0,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
1304,0,ST4000DM000
1312,0,ST4000DM000
814,1,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
1302,0,ST4000DM000
1302,0,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
1302,0,ST4000DM000
1312,0,ST4000DM000
3,1,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
1302,0,ST4000DM000
1299,0,ST4000DM000
1323,0,ST4000DM000
1312,0,ST4000DM000
1302,0,ST4000DM000
1312,0,ST4000DM000
1302,0,ST4000DM000
1312,0,ST4000DM000
1333,0,ST4000DM000
1156,1,ST4000DM000
1364,0,ST4000DM000
1283,0,ST4000DM000
1283,0,ST4000DM000
1312,0,ST4000DM000
1299,0,ST4000DM000
1302,0,ST4000DM000
1323,0,ST4000DM000
1299,0,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
1304,0,ST4000DM000
1312,0,ST4000DM000
1302,0,ST4000DM000
1312,0,ST4000DM000
1302,0,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
1323,0,ST4000DM000
1312,0,ST4000DM000
1299,0,ST4000DM000
1312,0,ST4000DM000
1299,0,ST4000DM000
1312,0,ST4000DM000
1323,0,ST4000DM000
289,1,ST4000DM000
1323,0,ST4000DM000
1299,0,ST4000DM000
1312,0,ST4000DM000
1299,0,ST4000DM000
1302,0,ST4000DM000
1302,0,ST4000DM000
1010,0,ST4000DM000
1253,0,ST4000DM000
1283,0,ST4000DM000
1010,0,ST4000DM000
1253,0,ST4000DM000
1256,0,ST4000DM000
1010,0,ST4000DM000
522,0,ST4000DM000
1010,0,ST4000DM000
1283,0,ST4000DM000
1253,0,ST4000DM000
1333,0,ST4000DM000
1283,0,ST4000DM000
1253,0,ST4000DM000
321,1,ST4000DM000
1333,0,ST4000DM000
1010,0,ST4000DM000
1256,0,ST4000DM000
877,0,ST4000DM000
1260,0,ST4000DM000
1253,0,ST4000DM000
1333,0,ST4000DM000
1253,0,ST4000DM000
1364,0,ST4000DM000
817,1,ST4000DM000
1333,0,ST4000DM000
1364,0,ST4000DM000
1364,0,ST4000DM000
1364,0,ST4000DM000
1364,0,ST4000DM000
1214,0,ST4000DM000
1364,0,ST4000DM000
1253,0,ST4000DM000
1302,0,ST4000DM000
1333,0,ST4000DM000
999,0,ST4000DM000
1051,0,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
1302,0,ST4000DM000
1302,0,ST4000DM000
1256,0,ST4000DM000
457,1,ST4000DM000
1364,0,ST4000DM000
1364,0,ST4000DM000
1364,0,ST4000DM000
1364,0,ST4000DM000
1364,0,ST4000DM000
1364,0,ST4000DM000
96,1,ST4000DM000
1333,0,ST4000DM000
1312,0,ST4000DM000
1364,0,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
1312,0,ST4000DM000
1218,1,ST4000DM000
1312,0,ST4000DM000
381,1,ST4000DM000
1283,0,ST4000DM000
1364,0,ST4000DM000
1260,0,ST4000DM000
1364,0,ST4000DM000
1285,0,ST4000DM000
1285,0,ST4000DM000
1364,0,ST4000DM000
1282,0,ST4000DM000
1364,0,ST4000DM000
1333,0,ST4000DM000
1333,0,ST4000DM000
1364,0,ST4000DM000
1283,0,ST4000DM000
1364,0,ST4000DM000
1364,0,ST4000DM000
